app_id,name,genre,price,release_date,rank_position,peak_in_game,snapshot_time
730,Counter-Strike 2,"Action, Free To Play",0.0,"21 Aug, 2012",1,1312089,2025-10-05T17:54:22.824558
570,Dota 2,"Action, Strategy, Free To Play",0.0,"Jul 9, 2013",2,804195,2025-10-05T17:54:22.824558
578080,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"Dec 21, 2017",3,559798,2025-10-05T17:54:22.824558
431960,Wallpaper Engine,"Occasionnel, Indépendant, Animation & Modélisation, Conception & Illustration, Retouche photo, Utilitaires",2.39,16 nov. 2018,4,138592,2025-10-05T17:54:22.824558
1030300,Hollow Knight: Silksong,"Action, Adventure, Indie",19.99,"Sep 4, 2025",5,140632,2025-10-05T17:54:22.824558
1172470,Apex Legends™,"Action, Adventure, Free To Play",0.0,"Nov 4, 2020",6,156680,2025-10-05T17:54:22.824558
2767030,Marvel Rivals,"Action, Free To Play",0.0,"5 Dec, 2024",7,100958,2025-10-05T17:54:22.824558
3354750,skate.,"Action, Sports, Free To Play, Early Access",0.0,"Sep 16, 2025",8,72879,2025-10-05T17:54:22.824558
2507950,Delta Force,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"4 Dec, 2024",9,206103,2025-10-05T17:54:22.824558
236390,War Thunder,"Action, Massively Multiplayer, Simulation, Free To Play",0.0,"15 Aug, 2013",10,86186,2025-10-05T17:54:22.824558
3405340,Megabonk,"Action, Casual, Indie",429.0,"18 Sep, 2025",11,102407,2025-10-05T17:54:22.824558
413150,Stardew Valley,"Indie, RPG, Simulation",209.0,"26 Feb, 2016",12,120970,2025-10-05T17:54:22.824558
1203220,NARAKA: BLADEPOINT,"Action, Adventure, Massively Multiplayer",0.0,"11 Aug, 2021",13,100951,2025-10-05T17:54:22.824558
381210,Dead by Daylight,Action,7.99,"Jun 14, 2016",14,76159,2025-10-05T17:54:22.824558
252490,Rust,"Action, Adventure, Indie, Massively Multiplayer, RPG",699.0,"8 Feb, 2018",15,178991,2025-10-05T17:54:22.824558
553850,HELLDIVERS™ 2,Action,31.99,"Feb 8, 2024",16,61576,2025-10-05T17:54:22.824558
1938090,Call of Duty®,Action,0.0,"Oct 27, 2022",17,66009,2025-10-05T17:54:22.824558
1285190,Borderlands 4,"Action, Adventure, RPG",69.99,"Sep 11, 2025",18,96288,2025-10-05T17:54:22.824558
359550,Tom Clancy's Rainbow Six® Siege X,"Action, Free To Play",0.0,"Dec 1, 2015",19,59234,2025-10-05T17:54:22.824558
105600,Terraria,"Action, Adventure, Indie, RPG",192.0,"16 May, 2011",20,41540,2025-10-05T17:54:22.824558
550,Left 4 Dead 2,Action,77.0,"16 Nov, 2009",21,41182,2025-10-05T17:54:22.824558
271590,Grand Theft Auto V Legacy,"Action, Adventure",0.0,"13 Apr, 2015",22,84774,2025-10-05T17:54:22.824558
2246340,Monster Hunter Wilds,"Action, Adventure, RPG",48.99,"Feb 27, 2025",23,110683,2025-10-05T17:54:22.824558
1145350,Hades II,"Action, Indie, RPG",24.99,"25 Sep, 2025",24,80623,2025-10-05T17:54:22.824558
3527290,PEAK,"Action, Adventure, Indie",287.0,"16 Jun, 2025",25,43297,2025-10-05T17:54:22.824558
730,Counter-Strike 2,"Action, Free To Play",0.0,"21 Aug, 2012",1,1312089,2025-10-05T17:56:31.792588
570,Dota 2,"Action, Strategy, Free To Play",0.0,"Jul 9, 2013",2,804195,2025-10-05T17:56:31.792588
578080,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"21 Dec, 2017",3,559798,2025-10-05T17:56:31.792588
431960,Wallpaper Engine,"Casual, Indie, Animation & Modeling, Design & Illustration, Photo Editing, Utilities",4480.0,"16 Nov, 2018",4,138592,2025-10-05T17:56:31.792588
1030300,Hollow Knight: Silksong,"Action, Adventure, Indie",19.99,"Sep 4, 2025",5,140632,2025-10-05T17:56:31.792588
1172470,Apex Legends™,"Action, Adventure, Free To Play",0.0,"4 Nov, 2020",6,156680,2025-10-05T17:56:31.792588
2767030,Marvel Rivals,"Action, Free To Play",0.0,"5 Dec, 2024",7,100958,2025-10-05T17:56:31.792588
3354750,skate.,"Action, Sports, Free To Play, Early Access",0.0,"Sep 16, 2025",8,72879,2025-10-05T17:56:31.792588
2507950,Delta Force,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"Dec 4, 2024",9,206103,2025-10-05T17:56:31.792588
236390,War Thunder,"Action, Massively Multiplayer, Simulation, Free To Play",0.0,"15 Aug, 2013",10,86186,2025-10-05T17:56:31.792588
3405340,Megabonk,"Action, Casual, Indie",9.75,"18 Sep, 2025",11,102407,2025-10-05T17:56:31.792588
413150,Stardew Valley,"Indie, RPG, Simulation",11200.0,"26 Feb, 2016",12,120970,2025-10-05T17:56:31.792588
1203220,NARAKA: BLADEPOINT,"Action, Adventure, Massively Multiplayer",0.0,"11 Aug, 2021",13,100951,2025-10-05T17:56:31.792588
381210,Dead by Daylight,Action,7.99,"14 Jun, 2016",14,76159,2025-10-05T17:56:31.792588
252490,Rust,"Action, Adventure, Indie, Massively Multiplayer, RPG",699.0,"8 Feb, 2018",15,178991,2025-10-05T17:56:31.792588
553850,HELLDIVERS™ 2,Action,31.99,"Feb 8, 2024",16,61576,2025-10-05T17:56:31.792588
1938090,Call of Duty®,Action,0.0,"Oct 27, 2022",17,66009,2025-10-05T17:56:31.792588
1285190,Borderlands 4,"Action, Adventure, RPG",69.99,"Sep 11, 2025",18,96288,2025-10-05T17:56:31.792588
359550,Tom Clancy's Rainbow Six® Siege X,"Action, Free To Play",0.0,"1 Dec, 2015",19,59234,2025-10-05T17:56:31.792588
105600,Terraria,"Action, Adventure, Indie, RPG",4.99,"May 16, 2011",20,41540,2025-10-05T17:56:31.792588
550,Left 4 Dead 2,Action,77.0,"16 Nov, 2009",21,41182,2025-10-05T17:56:31.792588
271590,Grand Theft Auto V Legacy,"Action, Adventure",0.0,"13 Apr, 2015",22,84774,2025-10-05T17:56:31.792588
2246340,Monster Hunter Wilds,"Action, Adventure, RPG",41.99,"27 Feb, 2025",23,110683,2025-10-05T17:56:31.792588
1145350,Hades II,"Action, Indie, RPG",24.99,"25 Sep, 2025",24,80623,2025-10-05T17:56:31.792588
3527290,PEAK,"Action, Adventure, Indie",287.0,"16 Jun, 2025",25,43297,2025-10-05T17:56:31.792588
730,Counter-Strike 2,"Экшены, Бесплатные",0.0,21 авг. 2012 г.,1,1312089,2025-10-05T17:58:54.048795
570,Dota 2,"Action, Strategy, Free To Play",0.0,"Jul 9, 2013",2,804195,2025-10-05T17:58:54.048795
578080,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"Dec 21, 2017",3,559798,2025-10-05T17:58:54.048795
431960,Wallpaper Engine,"Casual, Indie, Animation & Modeling, Design & Illustration, Photo Editing, Utilities",3.99,"Nov 16, 2018",4,138592,2025-10-05T17:58:54.048795
1030300,Hollow Knight: Silksong,"Action, Adventure, Indie",16.75,"4 Sep, 2025",5,140632,2025-10-05T17:58:54.048795
1172470,Apex Legends™,"Action, Adventure, Free To Play",0.0,"Nov 4, 2020",6,156680,2025-10-05T17:58:54.048795
2767030,漫威争锋,"动作, 免费开玩",0.0,2024 年 12 月 5 日,7,100958,2025-10-05T17:58:54.048795
3354750,skate.,"Action, Sports, Free To Play, Early Access",0.0,"Sep 16, 2025",8,72879,2025-10-05T17:58:54.048795
2507950,Delta Force,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"4 Dec, 2024",9,206103,2025-10-05T17:58:54.048795
236390,War Thunder,"Action, Massively Multiplayer, Simulation, Free To Play",0.0,"15 Aug, 2013",10,86186,2025-10-05T17:58:54.048795
3405340,Megabonk,"Action, Casual, Indie",429.0,"18 Sep, 2025",11,102407,2025-10-05T17:58:54.048795
413150,Stardew Valley,"Indie, RPG, Simulation",209.0,"26 Feb, 2016",12,120970,2025-10-05T17:58:54.048795
1203220,NARAKA: BLADEPOINT,"Action, Adventure, Massively Multiplayer",0.0,"11 Aug, 2021",13,100951,2025-10-05T17:58:54.048795
381210,Dead by Daylight,Action,7.99,"Jun 14, 2016",14,76159,2025-10-05T17:58:54.048795
252490,Rust,"Action, Adventure, Indie, Massively Multiplayer, RPG",699.0,"8 Feb, 2018",15,178991,2025-10-05T17:58:54.048795
553850,HELLDIVERS™ 2,Action,31.99,"8 Feb, 2024",16,61576,2025-10-05T17:58:54.048795
1938090,Call of Duty®,Action,0.0,"Oct 27, 2022",17,66009,2025-10-05T17:58:54.048795
359550,Tom Clancy's Rainbow Six® Siege X,"Action, Free To Play",0.0,"Dec 1, 2015",19,59234,2025-10-05T17:58:54.048795
105600,Terraria,"Action, Adventure, Indie, RPG",2.89,"16 May, 2011",20,41540,2025-10-05T17:58:54.048795
550,Left 4 Dead 2,Action,77.0,"16 Nov, 2009",21,41182,2025-10-05T17:58:54.048795
271590,Grand Theft Auto V Legacy,"Action, Adventure",0.0,"13 Apr, 2015",22,84774,2025-10-05T17:58:54.048795
1145350,Hades II,"Action, Indie, RPG",1100.0,"25 Sep, 2025",24,80623,2025-10-05T17:58:54.048795
3527290,PEAK,"Action, Adventure, Indie",287.0,"16 Jun, 2025",25,43297,2025-10-05T17:58:54.048795
730,Counter-Strike 2,"Action, Free To Play",0.0,"21 Aug, 2012",1,1529240,2025-10-12T18:41:18.420275
570,Dota 2,"Action, Strategy, Free To Play",0.0,"9 Jul, 2013",2,836497,2025-10-12T18:41:18.420275
2807960,Battlefield™ 6,Action,99.9,"10 Oct, 2025",3,639332,2025-10-12T18:41:18.420275
578080,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"Dec 21, 2017",4,678765,2025-10-12T18:41:18.420275
431960,Wallpaper Engine,"Казуальные игры, Инди, Анимация и моделирование, Дизайн и иллюстрация, Обработка фото, Утилиты",1500.0,16 ноя. 2018 г.,5,144818,2025-10-12T18:41:18.420275
1172470,Apex Legends™,"Action, Adventure, Free To Play",0.0,"4 Nov, 2020",6,178413,2025-10-12T18:41:18.420275
2767030,Marvel Rivals,"Action, Free To Play",0.0,"5 Dec, 2024",7,112146,2025-10-12T18:41:18.420275
1203220,NARAKA: BLADEPOINT,"Action, Adventure, Massively Multiplayer",0.0,"Aug 11, 2021",8,161472,2025-10-12T18:41:18.420275
1030300,Hollow Knight: Silksong,"Action, Adventure, Indie",19.99,"Sep 4, 2025",9,110506,2025-10-12T18:41:18.420275
2507950,Delta Force,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"4 Dec, 2024",10,234672,2025-10-12T18:41:18.420275
3405340,Megabonk,"Action, Casual, Indie",9.99,"Sep 18, 2025",11,105409,2025-10-12T18:41:18.420275
236390,War Thunder,"Action, Massively Multiplayer, Simulation, Free To Play",0.0,"Aug 15, 2013",12,81497,2025-10-12T18:41:18.420275
413150,Stardew Valley,"Indie, RPG, Simulation",14.99,"Feb 26, 2016",13,134558,2025-10-12T18:41:18.420275
3354750,skate.,"Action, Sports, Free To Play, Early Access",0.0,"Sep 16, 2025",14,51591,2025-10-12T18:41:18.420275
381210,Dead by Daylight,Action,19.99,"Jun 14, 2016",15,74384,2025-10-12T18:41:18.420275
1938090,Call of Duty®,Action,0.0,"Oct 27, 2022",16,68475,2025-10-12T18:41:18.420275
252490,Rust,"Action, Adventure, Indie, Massively Multiplayer, RPG",39.99,"Feb 8, 2018",17,158995,2025-10-12T18:41:18.420275
440,Team Fortress 2,"Action, Free To Play",0.0,"Oct 10, 2007",18,83814,2025-10-12T18:41:18.420275
271590,Grand Theft Auto V Legacy,"Action, Adventure",0.0,"Apr 13, 2015",19,86951,2025-10-12T18:41:18.420275
105600,Terraria,"Action, Adventure, Indie, RPG",9.99,"May 16, 2011",20,44075,2025-10-12T18:41:18.420275
359550,Tom Clancy's Rainbow Six® Siege X,"Action, Free To Play",0.0,"Dec 1, 2015",21,52747,2025-10-12T18:41:18.420275
227300,Euro Truck Simulator 2,"Indie, Simulation",4.99,"Oct 12, 2012",22,55978,2025-10-12T18:41:18.420275
553850,HELLDIVERS™ 2,Action,39.99,"Feb 8, 2024",23,43498,2025-10-12T18:41:18.420275
3240220,Grand Theft Auto V Enhanced,"Action, Adventure, Racing",116.5,"4 Mar, 2025",24,75302,2025-10-12T18:41:18.420275
1973530,Limbus Company,"Action, RPG, Strategy",0.0,"Feb 26, 2023",25,50699,2025-10-12T18:41:18.420275
730,Counter-Strike 2,"Action, Free To Play",0.0,"21 Aug, 2012",1,1529240,2025-10-12T18:43:43.948272
570,Dota 2,"Action, Strategy, Free To Play",0.0,"9 Jul, 2013",2,836497,2025-10-12T18:43:43.948272
2807960,Battlefield™ 6,Action,99.9,"10 Oct, 2025",3,639332,2025-10-12T18:43:43.948272
578080,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"Dec 21, 2017",4,678765,2025-10-12T18:43:43.948272
431960,Wallpaper Engine,"Казуальные игры, Инди, Анимация и моделирование, Дизайн и иллюстрация, Обработка фото, Утилиты",1500.0,16 ноя. 2018 г.,5,144818,2025-10-12T18:43:43.948272
1172470,Apex Legends™,"Action, Adventure, Free To Play",0.0,"4 Nov, 2020",6,178413,2025-10-12T18:43:43.948272
2767030,Marvel Rivals,"Action, Free To Play",0.0,"5 Dec, 2024",7,112146,2025-10-12T18:43:43.948272
1203220,NARAKA: BLADEPOINT,"Action, Adventure, Massively Multiplayer",0.0,"Aug 11, 2021",8,161472,2025-10-12T18:43:43.948272
1030300,Hollow Knight: Silksong,"Action, Adventure, Indie",19.99,"Sep 4, 2025",9,110506,2025-10-12T18:43:43.948272
2507950,Delta Force,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"4 Dec, 2024",10,234672,2025-10-12T18:43:43.948272
3405340,Megabonk,"Action, Casual, Indie",9.99,"Sep 18, 2025",11,105409,2025-10-12T18:43:43.948272
236390,War Thunder,"Action, Massively Multiplayer, Simulation, Free To Play",0.0,"Aug 15, 2013",12,81497,2025-10-12T18:43:43.948272
413150,Stardew Valley,"Indie, RPG, Simulation",14.99,"Feb 26, 2016",13,134558,2025-10-12T18:43:43.948272
3354750,skate.,"Action, Sports, Free To Play, Early Access",0.0,"Sep 16, 2025",14,51591,2025-10-12T18:43:43.948272
381210,Dead by Daylight,Action,19.99,"Jun 14, 2016",15,74384,2025-10-12T18:43:43.948272
1938090,Call of Duty®,Action,0.0,"Oct 27, 2022",16,68475,2025-10-12T18:43:43.948272
252490,Rust,"Action, Adventure, Indie, Massively Multiplayer, RPG",39.99,"Feb 8, 2018",17,158995,2025-10-12T18:43:43.948272
440,Team Fortress 2,"Action, Free To Play",0.0,"Oct 10, 2007",18,83814,2025-10-12T18:43:43.948272
271590,Grand Theft Auto V Legacy,"Action, Adventure",0.0,"Apr 13, 2015",19,86951,2025-10-12T18:43:43.948272
105600,Terraria,"Action, Adventure, Indie, RPG",9.99,"May 16, 2011",20,44075,2025-10-12T18:43:43.948272
359550,Tom Clancy's Rainbow Six® Siege X,"Action, Free To Play",0.0,"Dec 1, 2015",21,52747,2025-10-12T18:43:43.948272
227300,Euro Truck Simulator 2,"Indie, Simulation",4.99,"Oct 12, 2012",22,55978,2025-10-12T18:43:43.948272
553850,HELLDIVERS™ 2,Action,39.99,"Feb 8, 2024",23,43498,2025-10-12T18:43:43.948272
3240220,Grand Theft Auto V Enhanced,"Action, Adventure, Racing",116.5,"4 Mar, 2025",24,75302,2025-10-12T18:43:43.948272
1973530,Limbus Company,"Action, RPG, Strategy",0.0,"Feb 26, 2023",25,50699,2025-10-12T18:43:43.948272
730,Counter-Strike 2,"Экшены, Бесплатные",0.0,21 авг. 2012 г.,1,1529240,2025-10-12T19:06:10.305789+00:00
570,Dota 2,"Action, Strategy, Free To Play",0.0,"Jul 9, 2013",2,836497,2025-10-12T19:06:10.305789+00:00
2807960,战地风云™ 6,动作,99.9,2025 年 10 月 10 日,3,639332,2025-10-12T19:06:10.305789+00:00
578080,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"21 Dec, 2017",4,678765,2025-10-12T19:06:10.305789+00:00
431960,Wallpaper Engine,"Casual, Indie, Animation & Modeling, Design & Illustration, Photo Editing, Utilities",4.99,"Nov 16, 2018",5,144818,2025-10-12T19:06:10.305789+00:00
1172470,Apex Legends™,"Action, Adventure, Free To Play",0.0,"Nov 4, 2020",6,178413,2025-10-12T19:06:10.305789+00:00
2767030,Marvel Rivals,"Action, Free To Play",0.0,"Dec 5, 2024",7,112146,2025-10-12T19:06:10.305789+00:00
1203220,NARAKA: BLADEPOINT,"Action, Adventure, Massively Multiplayer",0.0,"Aug 11, 2021",8,161472,2025-10-12T19:06:10.305789+00:00
1030300,Hollow Knight: Silksong,"Action, Adventure, Indie",19.99,"Sep 4, 2025",9,110506,2025-10-12T19:06:10.305789+00:00
3405340,Megabonk,"Action, Casual, Indie",9.99,"Sep 18, 2025",11,105409,2025-10-12T19:06:10.305789+00:00
236390,War Thunder,"Action, Massively Multiplayer, Simulation, Free To Play",0.0,"Aug 15, 2013",12,81497,2025-10-12T19:06:10.305789+00:00
413150,Stardew Valley,"Indie, RPG, Simulation",14.99,"Feb 26, 2016",13,134558,2025-10-12T19:06:10.305789+00:00
3354750,skate.,"Action, Sports, Free To Play, Early Access",0.0,"16 Sep, 2025",14,51591,2025-10-12T19:06:10.305789+00:00
381210,Dead by Daylight,Action,19.99,"Jun 14, 2016",15,74384,2025-10-12T19:06:10.305789+00:00
1938090,Call of Duty®,Action,0.0,"Oct 27, 2022",16,68475,2025-10-12T19:06:10.305789+00:00
252490,Rust,"Action, Adventure, Indie, Massively Multiplayer, RPG",39.99,"Feb 8, 2018",17,158995,2025-10-12T19:06:10.305789+00:00
440,Team Fortress 2,"Action, Free To Play",0.0,"Oct 10, 2007",18,83814,2025-10-12T19:06:10.305789+00:00
271590,Grand Theft Auto V Legacy,"Action, Adventure",0.0,"13 Apr, 2015",19,86951,2025-10-12T19:06:10.305789+00:00
105600,Terraria,"Action, Adventure, Indie, RPG",12.99,"16 May, 2011",20,44075,2025-10-12T19:06:10.305789+00:00
359550,Tom Clancy's Rainbow Six® Siege X,"Action, Free To Play",0.0,"Dec 1, 2015",21,52747,2025-10-12T19:06:10.305789+00:00
227300,Euro Truck Simulator 2,"Indie, Simulation",4.99,"Oct 12, 2012",22,55978,2025-10-12T19:06:10.305789+00:00
553850,HELLDIVERS™ 2,Action,39.99,"Feb 8, 2024",23,43498,2025-10-12T19:06:10.305789+00:00
3240220,Grand Theft Auto V Enhanced,"Action, Adventure, Racing",219500.0,"4 Mar, 2025",24,75302,2025-10-12T19:06:10.305789+00:00
1973530,Limbus Company,"Action, RPG, Strategy",0.0,"Feb 26, 2023",25,50699,2025-10-12T19:06:10.305789+00:00
550,Left 4 Dead 2,Action,32.99,"16 Nov, 2009",26,38125,2025-10-12T19:06:10.305789+00:00
3405690,EA SPORTS FC™ 26,"Simülasyon, Spor",69.99,25 Eyl 2025,27,85493,2025-10-12T19:06:10.305789+00:00
1086940,Baldur's Gate 3,"Adventure, RPG, Strategy",59.99,"3 Aug, 2023",28,75070,2025-10-12T19:06:10.305789+00:00
2357570,Overwatch® 2,"Action, Free To Play",0.0,"Aug 10, 2023",29,46027,2025-10-12T19:06:10.305789+00:00
3241660,R.E.P.O.,"Action, Early Access",9.99,"Feb 26, 2025",30,36034,2025-10-12T19:06:10.305789+00:00
1145350,Hades II,"Экшены, Инди, Ролевые игры",1100.0,25 сен. 2025 г.,31,59122,2025-10-12T19:06:10.305789+00:00
322170,Geometry Dash,"Action, Indie",4.99,"Dec 22, 2014",32,34821,2025-10-12T19:06:10.305789+00:00
1174180,Red Dead Redemption 2,"Action, Adventure",74.97,"5 Dec, 2019",33,57786,2025-10-12T19:06:10.305789+00:00
3527290,PEAK,"Action, Adventure, Indie",7.99,"Jun 16, 2025",34,37063,2025-10-12T19:06:10.305789+00:00
322330,Don't Starve Together,"Action, Adventure, Indie, RPG, Simulation, Strategy",14.99,"Apr 21, 2016",35,67429,2025-10-12T19:06:10.305789+00:00
367520,Hollow Knight,"Action, Adventure, Indie",14.99,"Feb 24, 2017",36,42313,2025-10-12T19:06:10.305789+00:00
2246340,Monster Hunter Wilds,"Action, Adventure, RPG",69.99,"Feb 27, 2025",37,75524,2025-10-12T19:06:10.305789+00:00
438100,VRChat,"Adventure, Casual, Massively Multiplayer, Simulation, Sports, Free To Play, Early Access",0.0,"Feb 1, 2017",39,53332,2025-10-12T19:06:10.305789+00:00
3681810,Blue Protocol: Star Resonance,"Action, Adventure, Massively Multiplayer, RPG, Free To Play",0.0,"Oct 9, 2025",40,80008,2025-10-12T19:06:10.305789+00:00
394360,Hearts of Iron IV,"Simulation, Strategy",49.99,"Jun 6, 2016",41,63801,2025-10-12T19:06:10.305789+00:00
1285190,Borderlands 4,"Action, Adventure, RPG",69.99,"Sep 11, 2025",42,57418,2025-10-12T19:06:10.305789+00:00
230410,Warframe,"Action, RPG, Free To Play",0.0,"Mar 25, 2013",43,50675,2025-10-12T19:06:10.305789+00:00
739630,Phasmophobia,"Action, Indie, Early Access",19.99,"Sep 18, 2020",44,32253,2025-10-12T19:06:10.305789+00:00
3419430,Bongo Cat,"Casual, Indie, Massively Multiplayer, Simulation, Free To Play",0.0,"Mar 5, 2025",45,119310,2025-10-12T19:06:10.305789+00:00
284160,BeamNG.drive,"Racing, Simulation, Early Access",24.99,"May 29, 2015",46,28970,2025-10-12T19:06:10.305789+00:00
2073620,Arena Breakout: Infinite,"Action, Adventure, Massively Multiplayer, RPG, Strategy, Free To Play",0.0,"Sep 15, 2025",47,55902,2025-10-12T19:06:10.305789+00:00
1422450,Deadlock,Action,0.0,To be announced,48,41515,2025-10-12T19:06:10.305789+00:00
2694490,Path of Exile 2,"Экшены, Приключенческие игры, Многопользовательские игры, Ролевые игры, Ранний доступ",1398.0,6 дек. 2024 г.,49,60794,2025-10-12T19:06:10.305789+00:00
1449850,Yu-Gi-Oh! Master Duel,"Simulation, Strategy, Free To Play",0.0,"Jan 18, 2022",50,21551,2025-10-12T19:06:10.305789+00:00
1222670,The Sims™ 4,"Adventure, Casual, Simulation, Free To Play",0.0,"Jun 18, 2020",51,35158,2025-10-12T19:06:10.305789+00:00
2669320,EA SPORTS FC™ 25,"Simulation, Sports",239000.0,"26 Sep, 2024",52,31230,2025-10-12T19:06:10.305789+00:00
250900,The Binding of Isaac: Rebirth,Action,14.99,"Nov 4, 2014",53,24711,2025-10-12T19:06:10.305789+00:00
1281930,tModLoader,"Action, Adventure, Indie, RPG, Free To Play",0.0,"May 16, 2020",54,41615,2025-10-12T19:06:10.305789+00:00
4000,Garry's Mod,"Casual, Indie, Simulation",4.99,"Nov 29, 2006",55,32101,2025-10-12T19:06:10.305789+00:00
1364780,Street Fighter™ 6,"Action, Adventure",39.99,"Jun 1, 2023",56,36766,2025-10-12T19:06:10.305789+00:00
252950,Rocket League®,"Action, Indie, Racing, Sports",0.0,"Jul 6, 2015",57,25651,2025-10-12T19:06:10.305789+00:00
1984270,数码宝贝物语 时空异客,角色扮演,79.9,2025 年 10 月 2 日,58,60048,2025-10-12T19:06:10.305789+00:00
289070,Sid Meier’s Civilization® VI,Strategy,7000.0,"20 Oct, 2016",59,53010,2025-10-12T19:06:10.305789+00:00
1366800,Crosshair X,"Action, Adventure, Indie, Animation & Modeling, Design & Illustration, Education, Photo Editing, Utilities, Game Development",9.99,"Aug 17, 2020",60,55017,2025-10-12T19:06:10.305789+00:00
1551360,Forza Horizon 5,"Action, Adventure, Racing, Simulation, Sports",59.99,"Nov 8, 2021",61,24047,2025-10-12T19:06:10.305789+00:00
108600,Project Zomboid,"Indie, RPG, Simulation, Early Access",19.99,"Nov 8, 2013",62,35460,2025-10-12T19:06:10.305789+00:00
244210,Assetto Corsa,"Indie, Racing, Simulation, Sports",19.99,"Dec 19, 2014",63,17743,2025-10-12T19:06:10.305789+00:00
1326470,Sons Of The Forest,"Action, Adventure, Indie, Simulation",29.99,"Feb 22, 2024",64,43135,2025-10-12T19:06:10.305789+00:00
1245620,ELDEN RING,"Action, RPG",59.99,"Feb 24, 2022",65,33420,2025-10-12T19:06:10.305789+00:00
3513350,Wuthering Waves,"Action, Adventure, RPG, Free To Play",0.0,"Apr 28, 2025",66,20909,2025-10-12T19:06:10.305789+00:00
2622380,ELDEN RING NIGHTREIGN,"Aksiyon, RYO",25.99,29 May 2025,67,48285,2025-10-12T19:06:10.305789+00:00
221100,DayZ,"Action, Adventure, Massively Multiplayer",49.99,"Dec 13, 2018",68,60738,2025-10-12T19:06:10.305789+00:00
291550,Brawlhalla,"Action, Indie, Free To Play",0.0,"Oct 17, 2017",69,15666,2025-10-12T19:06:10.305789+00:00
1665460,eFootball™,"Simulation, Sports, Free To Play",0.0,"Sep 29, 2021",70,20144,2025-10-12T19:06:10.305789+00:00
3314790,CloverPit,"Action, Adventure, Indie, Simulation, Sports, Strategy",9.99,"Sep 26, 2025",71,20988,2025-10-12T19:06:10.305789+00:00
461040,PICO PARK:Classic Edition,"Action, Casual, Indie",0.0,"Apr 27, 2016",72,18798,2025-10-12T19:06:10.305789+00:00
3241970,Heroes of Might and Magic: Olden Era Demo,"Ролевые игры, Стратегии",0.0,9 окт. 2025 г.,73,24157,2025-10-12T19:06:10.305789+00:00
2584990,Shadowverse: Worlds Beyond,"Casual, RPG, Strategy, Free To Play",0.0,"Jun 14, 2025",74,20935,2025-10-12T19:06:10.305789+00:00
261550,Mount & Blade II: Bannerlord,"Action, Indie, RPG, Simulation, Strategy",49.99,"Oct 25, 2022",75,42120,2025-10-12T19:06:10.305789+00:00
892970,Valheim,"Action, Adventure, Indie, RPG, Early Access",19.99,"Feb 2, 2021",76,40157,2025-10-12T19:06:10.305789+00:00
1623730,Palworld,"Aksiyon, Macera, Bağımsız Yapımcı, RYO, Erken Erişim",14.99,18 Oca 2024,77,46358,2025-10-12T19:06:10.305789+00:00
275850,No Man's Sky,"Экшены, Приключенческие игры",1900.0,12 авг. 2016 г.,78,30914,2025-10-12T19:06:10.305789+00:00
2073850,THE FINALS,"Action, Free To Play",0.0,"Dec 7, 2023",79,20859,2025-10-12T19:06:10.305789+00:00
646570,Slay the Spire,"Indie, Strategy",31.99,"23 Jan, 2019",80,20740,2025-10-12T19:06:10.305789+00:00
3224770,Umamusume: Pretty Derby,"Simulation, Sports, Free To Play",0.0,"Jun 24, 2025",81,17060,2025-10-12T19:06:10.305789+00:00
489830,The Elder Scrolls V: Skyrim Special Edition,RPG,53.49,"27 Oct, 2016",82,27593,2025-10-12T19:06:10.305789+00:00
1905180,OBS Studio,"Utilities, Video Production",0.0,"Mar 21, 2022",83,26077,2025-10-12T19:06:10.305789+00:00
251570,7 Days to Die,"Action, Adventure, Indie, RPG, Simulation, Strategy",44.99,"Jul 25, 2024",84,38024,2025-10-12T19:06:10.305789+00:00
714010,Aimlabs,"Action, Adventure, Casual, Indie, Simulation, Free To Play",0.0,"Jun 16, 2023",85,6685,2025-10-12T19:06:10.305789+00:00
1260320,Party Animals,"Action, Casual, Indie",13.49,"20 Sep, 2023",86,31247,2025-10-12T19:06:10.305789+00:00
1392860,Little Nightmares III,Adventure,1190.0,"9 Oct, 2025",87,21608,2025-10-12T19:06:10.305789+00:00
2300320,Farming Simulator 25,Simulation,49.99,"Nov 12, 2024",88,40103,2025-10-12T19:06:10.305789+00:00
629520,Soundpad,"Audio Production, Utilities",4.99,"Sep 30, 2017",89,23681,2025-10-12T19:06:10.305789+00:00
813780,Age of Empires II: Definitive Edition,Strategy,34.99,"Nov 14, 2019",90,25597,2025-10-12T19:06:10.305789+00:00
